566,306,95,229
568,306,95,230
570,306,95,232
572,307,95,232
574,307,95,234
576,308,95,234
578,308,95,236
580,308,95,237
582,309,95,238
584,309,95,239
587,310,94,240
589,310,94,241
591,311,94,242
593,311,94,243
595,311,94,245
597,312,94,245
599,312,94,247
601,313,94,247
603,313,94,249
606,314,94,250
606,314,94,250
607,314,94,250
608,314,94,250
609,315,94,249
610,315,94,249
611,315,93,249
612,316,93,248
613,316,93,248
614,316,93,248
615,317,93,247
615,317,93,248
615,317,94,249
615,317,94,250
615,317,95,251
615,317,95,252
615,317,96,253
615,317,96,254
615,317,97,255
615,317,97,256
615,317,98,257
615,317,98,258
615,317,99,259
615,317,99,260
615,317,100,261
615,317,100,262
616,318,100,263
615,317,100,263
614,317,100,263
613,317,100,263
613,317,100,263
612,317,100,263
611,316,100,263
610,316,100,263
610,316,100,263
609,316,100,263
608,316,100,263
607,315,100,263
607,315,100,263
606,315,100,263
605,315,100,263
604,315,100,263
604,315,100,263
603,313,100,262
603,311,99,261
602,309,99,261
602,307,99,260
602,305,98,259
601,303,98,259
601,302,98,257
601,300,97,256
600,298,97,256
600,296,97,255
600,294,96,254
599,292,96,254
599,290,95,253
599,289,95,251
598,287,95,251
598,285,94,250
598,283,94,249
597,281,94,249
597,279,93,248
597,278,93,247
597,276,92,247
597,275,92,246
597,274,92,246
597,273,92,245
597,272,92,245
597,271,92,244
597,270,91,244
597,269,91,243
597,268,91,243
597,267,91,242
597,266,91,242
597,265,91,241
597,264,90,241
597,263,90,240
597,262,90,240
597,261,90,239
597,260,90,239
597,259,90,238
598,258,89,238
598,258,89,237
598,259,89,236
599,259,88,236
599,260,88,235
600,261,87,234
600,261,87,234
600,262,87,233
601,262,86,233
601,263,86,231
602,264,85,230
602,264,85,230
603,265,84,229
603,266,85,228
603,266,85,228
604,267,84,227
604,267,84,227
605,268,83,226
605,269,83,224
606,269,82,224
606,270,82,223
606,270,82,223
607,271,81,222
607,272,81,221
608,272,80,221
608,273,80,220
609,274,80,219
609,274,80,219
609,275,80,218
609,275,80,218
609,276,80,218
609,276,80,218
610,277,79,217
610,277,80,218
610,278,80,217
610,278,80,217
610,279,80,217
611,279,79,217
611,280,79,216
611,280,80,217
611,281,80,216
611,281,80,216
612,282,79,215
612,282,79,216
612,283,79,215
612,283,79,215
612,284,80,215
613,284,79,215
613,285,79,214
613,285,79,215
613,286,79,214
613,286,79,214
614,287,79,214
613,287,79,215
613,288,79,215
613,289,79,215
613,290,79,215
612,291,80,215
612,292,80,215
612,293,79,215
612,294,79,215
611,295,80,215
611,296,80,215
611,297,80,215
611,297,80,216
610,298,81,216
610,299,80,216
610,300,80,216
610,301,80,216
609,302,81,217
609,303,81,217
609,304,81,217
609,305,80,217
608,306,81,217
608,307,81,217
608,307,81,218
608,308,81,218
607,309,82,218
607,310,82,218
607,311,81,218
607,312,81,218
606,313,82,218
606,314,82,218
606,315,82,218
606,316,82,218
606,317,82,219
605,317,82,220
605,318,82,221
605,319,82,222
605,320,82,222
604,321,83,223
604,322,83,224
604,323,83,224
604,324,83,225
604,325,83,226
604,324,83,227
604,324,83,227
605,324,83,228
605,323,83,229
606,323,83,230
606,323,83,230
606,322,84,232
607,322,83,232
607,322,84,233
608,321,83,234
608,321,84,235
608,321,84,235
609,320,84,237
609,320,84,237
610,320,84,238
610,318,85,240
610,317,86,242
610,316,88,244
611,315,88,246
611,314,89,248
611,313,91,250
611,312,92,252
612,311,93,254
613,310,93,255
614,310,93,255
615,310,94,256
616,310,94,256
617,310,95,256
618,310,95,257
619,310,96,257
620,309,96,258
621,309,97,259
622,309,97,259
623,309,98,259
624,309,98,260
625,309,99,260
626,309,99,260
627,309,100,261
628,308,100,262
629,308,101,262
630,308,101,263
631,308,102,263
632,308,102,263
633,308,103,264
634,308,103,264
636,308,103,265
637,307,103,265
639,307,103,265
640,306,104,266
642,306,103,266
643,305,104,266
645,305,104,266
646,304,104,267
648,304,104,267
649,303,105,267
651,303,104,267
652,303,105,267
654,302,105,268
655,302,105,268
657,301,105,268
658,301,106,268
660,300,105,269
661,300,106,269
663,299,106,269
664,299,106,269
666,298,106,270
667,298,107,270
669,298,107,270
667,296,107,271
665,295,107,271
663,294,107,271
661,293,107,271
659,292,108,271
657,290,108,273
655,289,108,273
653,288,108,273
651,287,109,273
649,286,109,273
647,285,109,274
645,283,109,275
643,282,109,275
641,281,110,275
639,280,110,275
637,279,110,275
635,277,110,277
633,276,111,277
631,275,111,277
629,274,111,277
627,273,111,277
625,272,112,278
624,270,111,278
623,268,111,279
623,267,109,278
622,265,109,279
622,263,107,279
621,262,107,279
621,260,105,279
620,258,105,280
620,257,104,280
619,256,104,279
619,256,104,278
619,255,104,277
619,255,104,276
619,255,103,275
619,254,103,274
618,254,104,273
618,253,104,272
618,253,103,271
618,253,103,270
618,252,103,269
618,252,103,268
618,252,103,267
618,251,103,267
618,251,103,267
618,251,103,267
618,251,103,267
618,251,103,267
618,251,103,267
618,251,103,267
618,251,103,267
618,251,103,267
618,251,103,267
618,251,103,267
618,251,103,267
618,251,103,267
619,251,103,267
619,250,103,267
619,249,103,267
619,248,103,267
619,247,103,267
619,246,103,267
619,245,103,267
619,244,103,267
620,243,103,267
620,242,103,267
620,241,103,267
620,240,103,267
620,239,103,267
620,238,103,267
620,237,103,267
621,237,103,267
621,236,103,267
621,236,103,267
621,236,103,267
621,236,103,266
621,236,103,266
622,236,102,266
622,236,102,266
622,236,102,265
622,236,102,265
622,236,102,265
622,236,102,264
623,236,101,264
623,236,101,264
623,236,101,264
623,236,101,263
623,236,101,263
623,236,101,263
624,236,101,263
623,236,101,263
623,237,101,263
622,238,101,263
622,239,101,263
622,240,101,263
621,241,101,263
621,241,101,263
621,242,101,263
620,243,101,263
620,244,101,263
619,245,101,263
619,246,101,263
619,246,101,263
618,247,101,263
618,248,101,263
618,249,101,263
617,250,101,263
617,251,101,263
617,252,101,263
615,252,101,263
614,252,101,263
613,252,101,263
612,252,100,264
610,253,101,263
609,253,101,263
608,253,101,264
607,253,100,264
606,253,100,264
604,254,101,263
603,254,100,264
602,254,100,264
601,254,100,264
600,255,100,264
597,255,100,263
594,255,100,263
591,256,101,262
588,256,101,262
585,256,102,262
583,257,101,261
580,257,101,261
577,257,102,261
574,258,102,260
571,258,103,260
568,258,103,260
566,259,102,259
563,259,103,259
560,259,103,259
557,260,104,258
554,260,104,258
552,261,104,257
549,263,106,255
547,266,108,252
544,269,111,250
542,272,112,247
539,275,115,244
537,277,117,243
534,280,119,240
532,283,121,238
530,286,123,235
527,289,125,232
525,291,127,231
522,294,130,228
520,297,131,225
517,300,134,223
515,303,136,220
513,306,138,218
509,309,141,216
506,313,143,213
502,316,146,211
499,320,148,209
496,324,151,206
492,327,154,204
489,331,156,202
485,334,159,200
482,338,162,197
479,342,164,195
475,345,167,193
472,349,169,190
469,353,172,188
469,354,173,188
470,356,173,187
471,357,174,188
471,359,175,187
472,360,176,188
473,362,176,187
473,363,177,188
474,365,178,187
475,366,178,188
476,368,179,187
476,369,180,188
477,371,180,187
478,372,181,188
478,374,182,187
479,375,183,188
480,377,183,187
481,379,184,187
483,379,184,188
485,380,184,189
487,381,184,189
490,382,183,190
492,383,184,191
494,383,184,192
497,384,183,193
499,385,183,193
501,386,184,194
503,387,184,195
506,387,183,196
508,388,183,197
510,389,184,198
513,390,183,198
515,391,183,199
517,391,183,200
519,392,184,201
522,393,183,202
524,394,183,202
526,395,183,203
529,396,183,204
530,395,184,205
531,395,185,205
532,395,186,206
533,394,187,207
534,394,188,208
535,394,189,208
537,393,189,210
538,393,190,210
539,393,191,211
540,392,192,212
541,392,194,213
542,392,195,213
543,391,196,215
545,391,196,215
546,391,197,216
547,390,198,217
548,390,199,218
549,390,200,218
550,389,201,220
551,389,202,220
553,389,203,221
554,388,204,221
556,387,205,222
557,387,206,221
559,386,207,222
561,385,208,223
562,385,209,222
564,384,210,223
566,384,211,223
567,380,210,227
569,377,209,230
571,374,208,234
573,368,205,241
575,362,203,249
576,354,199,257
578,347,195,265
579,339,191,273
581,332,187,281
583,324,176,290
585,317,165,298
587,310,155,306
587,302,154,314
587,294,154,322
587,287,154,329
578,282,154,333
570,278,154,337
562,274,153,341
553,269,154,345
545,265,153,349
537,261,153,353
529,258,153,353
522,255,153,354
515,252,153,354
508,249,152,355
501,246,152,355
494,243,152,356
490,245,152,356
486,247,152,357
482,249,152,358
476,253,151,357
470,257,151,356
465,261,150,355
459,265,149,354
454,269,148,353
448,273,148,352
443,277,147,351
437,278,146,351
432,280,144,351
427,282,142,350
421,283,141,351
416,285,139,350
411,287,137,350
406,292,136,352
401,298,136,353
397,304,135,354
392,309,134,356
388,315,133,357
383,321,133,358
379,327,132,360
378,328,131,362
377,330,131,363
376,332,131,364
375,334,131,365
374,336,131,366
373,338,131,367
372,340,131,368
371,342,131,370
373,343,131,369
376,345,131,368
378,346,131,368
381,348,131,367
384,349,131,366
386,351,131,365
389,352,131,365
392,354,131,364
393,354,131,363
394,354,131,362
396,354,130,362
397,355,131,360
398,355,131,359
400,355,130,359
401,355,130,358
403,356,130,357
402,356,132,357
402,357,133,356
402,357,135,356
402,358,136,356
402,358,138,356
402,359,139,355
402,360,141,355
402,359,143,356
403,359,145,357
404,359,147,357
405,359,149,358
406,359,150,358
407,359,152,359
408,359,154,359
409,359,156,360
412,356,153,360
415,353,151,360
418,350,149,360
422,348,146,359
425,345,144,359
428,342,142,359
431,339,140,359
435,337,137,359
435,334,138,358
435,331,140,358
435,328,141,358
